cate_product_title,cate_pirce,cate_vendor,cate_voucher,cate_new_tag,listing_link,listing_link,Brand,Product type,Profile,Layout size,Layout standard,Layout ergonomics,Hot-swappable,Knob support,Rgb support,Display support,QMK/VIA,Connection,Battery capacity,Mount style,Case material,Keycap material,scraping_date
Darmoshark K8,$89,Mechkeys,None,None,https://keeb-finder.com/keyboards/darmoshark-k8-mechanical-keyboard,https://keeb-finder.com/keyboards/darmoshark-k8-mechanical-keyboard,Darmoshark,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,Yes,No,"2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Womier G75,$62,Mechkeys,None,None,https://keeb-finder.com/keyboards/womier-g75-coffee,https://keeb-finder.com/keyboards/womier-g75-coffee,Womier,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,PBT,2024-03-28
Varmilo Sword2 VSG49,$289,Mechkeys,None,None,https://keeb-finder.com/keyboards/varmilo-sword2-vsg49-mechanical-keyboard,https://keeb-finder.com/keyboards/varmilo-sword2-vsg49-mechanical-keyboard,Varmilo,Keyboard,Normal Profile,50%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Unknown,Aluminum,PBT,2024-03-28
Vgn S99 Gasket,$79,Mechkeys,None,None,https://keeb-finder.com/keyboards/vgn-s99-gasket-mechanical-keyboard,https://keeb-finder.com/keyboards/vgn-s99-gasket-mechanical-keyboard,Vgn,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",6000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Niz S104 EC,$194,Mechkeys,None,None,https://keeb-finder.com/keyboards/niz-s104-ec-keyboard,https://keeb-finder.com/keyboards/niz-s104-ec-keyboard,Niz,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Niz X99 EC,$195,Mechkeys,None,None,https://keeb-finder.com/keyboards/niz-x99-ec-keyboard,https://keeb-finder.com/keyboards/niz-x99-ec-keyboard,Niz,Keyboard,Normal Profile,96%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Niz Mini84 EC,$190,Mechkeys,None,None,https://keeb-finder.com/keyboards/niz-mini84-ec-keyboard,https://keeb-finder.com/keyboards/niz-mini84-ec-keyboard,Niz,Keyboard,Normal Profile,75%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Irok IR104 Low Profile,$59,Mechkeys,None,None,https://keeb-finder.com/keyboards/irok-ir104-low-profile-mechanical-keyboard,https://keeb-finder.com/keyboards/irok-ir104-low-profile-mechanical-keyboard,Irok,Keyboard,Low Profile,100%,ANSI,Normal,No,Yes,No,No,No,"2.4 GHz, Wireless",1900 mAh,Unknown,Plastic,Unknown,2024-03-28
AULA F87 Pro,$68,Mechkeys,None,None,https://keeb-finder.com/keyboards/aula-f87-mechanical-keyboard,https://keeb-finder.com/keyboards/aula-f87-mechanical-keyboard,AULA,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,PBT,2024-03-28
Royal Kludge R75,$69,Mechkeys,None,None,https://keeb-finder.com/keyboards/royal-kludge-r75-mechanical-keyboard,https://keeb-finder.com/keyboards/royal-kludge-r75-mechanical-keyboard,Royal Kludge,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3750 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Varmilo Minilo Gasket,$139,Mechkeys,None,None,https://keeb-finder.com/keyboards/varmilo-minilo-75-gasket-mechanical-keyboard,https://keeb-finder.com/keyboards/varmilo-minilo-75-gasket-mechanical-keyboard,Varmilo,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,ABS,2024-03-28
Dareu Z68,$119,Mechkeys,None,None,https://keeb-finder.com/keyboards/dareu-z68-sugar-cube-series-mechanical-keyboard,https://keeb-finder.com/keyboards/dareu-z68-sugar-cube-series-mechanical-keyboard,Dareu,Keyboard,Normal Profile,65%,ANSI,Normal,No,Yes,No,No,No,"2.4 GHz, Wireless",2000 mAh,Unknown,Plastic,PBT,2024-03-28
Ajazz AK871,$59,Mechkeys,None,None,https://keeb-finder.com/keyboards/ajazz-ak871-mechanical-keyboard,https://keeb-finder.com/keyboards/ajazz-ak871-mechanical-keyboard,Ajazz,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,No,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Unknown,Plastic,ABS,2024-03-28
Jamesdonkey RS2 30,$68,Mechkeys,None,None,https://keeb-finder.com/keyboards/jamesdonkey-rs2-3-0-mechanical-keyboard,https://keeb-finder.com/keyboards/jamesdonkey-rs2-3-0-mechanical-keyboard,Jamesdonkey,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless, Wired",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Durgod K615W,$149,Mechkeys,None,None,https://keeb-finder.com/keyboards/durgod-k615w-mechanical-keyboard,https://keeb-finder.com/keyboards/durgod-k615w-mechanical-keyboard,Durgod,Keyboard,Normal Profile,100%,ANSI,Normal,Yes,No,No,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Unknown,Plastic,PBT,2024-03-28
Dukharo VN96,$115,Mechkeys,None,None,https://keeb-finder.com/keyboards/dukharo-vn96-barebones-diy-kit,https://keeb-finder.com/keyboards/dukharo-vn96-barebones-diy-kit,Dukharo,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",6000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Coolkiller Spring Series,$179,Mechkeys,None,None,https://keeb-finder.com/keyboards/coolkiller-spring-series-mechanical-keyboard,https://keeb-finder.com/keyboards/coolkiller-spring-series-mechanical-keyboard,Coolkiller,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",3750 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Kzzi K75 Upgraded Version,$119,Mechkeys,None,None,https://keeb-finder.com/keyboards/kzzi-k75-upgraded-version-mechanical-keyboard,https://keeb-finder.com/keyboards/kzzi-k75-upgraded-version-mechanical-keyboard,Kzzi,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,Yes,No,"2.4 GHz, Wireless",3750 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Lofree MORU,$215,Mechkeys,None,None,https://keeb-finder.com/keyboards/lofree-1-moru-mechanical-keyboard,https://keeb-finder.com/keyboards/lofree-1-moru-mechanical-keyboard,Lofree,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,No,No,No,"Bluetooth, Wireless",2000 mAh,Unknown,Plastic,PC,2024-03-28
LANGTU LT84 Display Screen,$89,Mechkeys,None,None,https://keeb-finder.com/keyboards/langtu-lt84-mechanical-keyboard,https://keeb-finder.com/keyboards/langtu-lt84-mechanical-keyboard,LANGTU,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",-,Unknown,Plastic,PBT,2024-03-28
Fopato F75,$139,Mechkeys,None,None,https://keeb-finder.com/keyboards/fopato-f75-mechanical-keyboard,https://keeb-finder.com/keyboards/fopato-f75-mechanical-keyboard,Fopato,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",4800 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Royal Kludge R98,$59,Mechkeys,None,None,https://keeb-finder.com/keyboards/royal-kludge-r98-mechanical-keyboard,https://keeb-finder.com/keyboards/royal-kludge-r98-mechanical-keyboard,Royal Kludge,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",3600 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Xiaomi miiiw BlackIO,$249,Mechkeys,None,None,https://keeb-finder.com/keyboards/xiaomi-miiiw-blackio-mechanical-keyboard,https://keeb-finder.com/keyboards/xiaomi-miiiw-blackio-mechanical-keyboard,Xiaomi miiiw,Keyboard,Normal Profile,95%,ANSI,Normal,Yes,No,Yes,No,Yes,"2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PC,2024-03-28
Dareu Z82 Cinnamoroll Combo,$199,Mechkeys,None,None,https://keeb-finder.com/keyboards/dareu-z82-cinnamoroll-mechanical-keyboard-combo,https://keeb-finder.com/keyboards/dareu-z82-cinnamoroll-mechanical-keyboard-combo,Dareu,Keyboard,Normal Profile,75%,ANSI,Normal,No,No,No,No,No,"2.4 GHz, Wireless",-,Unknown,Plastic,PBT,2024-03-28
Cidoo V75,$139,Mechkeys,None,None,https://keeb-finder.com/keyboards/cidoo-v75-mechanical-keyboard,https://keeb-finder.com/keyboards/cidoo-v75-mechanical-keyboard,Cidoo,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Aluminum,PBT,2024-03-28
Fl·esports MK870 Side Printed,$119,Mechkeys,None,None,https://keeb-finder.com/keyboards/fl-esports-mk870-side-printed-mechanical-keyboard,https://keeb-finder.com/keyboards/fl-esports-mk870-side-printed-mechanical-keyboard,Fl·esports,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
KBDFans TOFU60 20 WKL,$225,Mechkeys,None,None,https://keeb-finder.com/keyboards/kbdfans-tofu60-2-0-keyboard-kit-1,https://keeb-finder.com/keyboards/kbdfans-tofu60-2-0-keyboard-kit-1,KBDFans,Keyboard Kit,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,Yes,Wired,No battery,Top Mount,Aluminum,Unknown,2024-03-28
Ajazz AK992 Side Printed,$65,Mechkeys,None,None,https://keeb-finder.com/keyboards/ajazz-ak992-side-printed-mechanical-keyboard,https://keeb-finder.com/keyboards/ajazz-ak992-side-printed-mechanical-keyboard,Ajazz,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
NextTime NT19 Numpad,$39,Mechkeys,None,None,https://keeb-finder.com/keyboards/nexttime-nt19-numpad-kit,https://keeb-finder.com/keyboards/nexttime-nt19-numpad-kit,NextTime,Keyboard Kit,Normal Profile,Numpad,ANSI,Normal,No,No,No,No,No,"2.4 GHz, Wireless",-,Gasket Mount,Plastic,Unknown,2024-03-28
NextTime X75 Gasket,$56,Mechkeys,None,None,https://keeb-finder.com/keyboards/nexttime-x75-gasket-diy-kit,https://keeb-finder.com/keyboards/nexttime-x75-gasket-diy-kit,NextTime,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,Unknown,2024-03-28
Monsgeek M3 Aluminium Gasket,$89,Mechkeys,None,None,https://keeb-finder.com/keyboards/monsgeek-m3-aluminium-gasket-keyboard-kit,https://keeb-finder.com/keyboards/monsgeek-m3-aluminium-gasket-keyboard-kit,Monsgeek,Keyboard Kit,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,Yes,Wired,No battery,Gasket Mount,Plastic,ABS,2024-03-28
Fancy Alice66,$89,Mechkeys,None,None,https://keeb-finder.com/keyboards/fancy-alice66-keyboard-kit,https://keeb-finder.com/keyboards/fancy-alice66-keyboard-kit,Fancy,Keyboard Kit,Normal Profile,65%,ANSI,Alice,Yes,No,Yes,No,Yes,Wired,No battery,Gasket Mount,Plastic,Unknown,2024-03-28
Redragon TL84 Low Profile,$69,Mechkeys,None,None,https://keeb-finder.com/keyboards/redragon-tl84-low-profile-mechanical-keyboard,https://keeb-finder.com/keyboards/redragon-tl84-low-profile-mechanical-keyboard,Redragon,Keyboard,Low Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",-,Unknown,Plastic,PBT,2024-03-28
Idobao ID67 PLUS Threemode /,$258,Mechkeys,None,None,https://keeb-finder.com/keyboards/idobao-id67-plus-three-mode-mechanical-keyboard-kit,https://keeb-finder.com/keyboards/idobao-id67-plus-three-mode-mechanical-keyboard-kit,Idobao,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,Yes,"Wired, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
KBDFans Odin75,$375,Mechkeys,None,None,https://keeb-finder.com/keyboards/kbdfans-odin75-keyboard-kit,https://keeb-finder.com/keyboards/kbdfans-odin75-keyboard-kit,KBDFans,Keyboard Kit,Normal Profile,100%,ANSI,Normal,Yes,No,Yes,Yes,Yes,Wired,No battery,Unknown,Aluminum,Unknown,2024-03-28
Gopolar TaiChi GG86,$149,Mechkeys,None,None,https://keeb-finder.com/keyboards/gopolar-tai-chi-gg86-keyboard-kit,https://keeb-finder.com/keyboards/gopolar-tai-chi-gg86-keyboard-kit,Gopolar,Keyboard Kit,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,Yes,Yes,Wired,No battery,PCB Mount,Plastic,ABS,2024-03-28
Gopolar TaiChi GG87,$159,Mechkeys,None,None,https://keeb-finder.com/keyboards/gopolar-tai-chi-gg87-mechanical-keyboard,https://keeb-finder.com/keyboards/gopolar-tai-chi-gg87-mechanical-keyboard,Gopolar,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,Yes,No,Yes,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Mxrskey CK650,$169,Mechkeys,None,None,https://keeb-finder.com/keyboards/mxrskey-ck650,https://keeb-finder.com/keyboards/mxrskey-ck650,Mxrskey,Keyboard Kit,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",8000 mAh,Plate Mount,Aluminum,Unknown,2024-03-28
Mxrskey CK820,$179,Mechkeys,None,None,https://keeb-finder.com/keyboards/mxrskey-ck820,https://keeb-finder.com/keyboards/mxrskey-ck820,Mxrskey,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Plate Mount,Aluminum,ABS,2024-03-28
Lenovo Legion K7,$109,Mechkeys,None,None,https://keeb-finder.com/keyboards/lenovo-legion-k7-mechanical-keyboard,https://keeb-finder.com/keyboards/lenovo-legion-k7-mechanical-keyboard,Lenovo,Keyboard,Normal Profile,98%,ANSI,Normal,Yes,No,No,No,No,"2.4 GHz, Wireless",-,Unknown,Plastic,PBT,2024-03-28
UGREEN Fun KU101 Low Profile,$79,Mechkeys,None,None,https://keeb-finder.com/keyboards/ugreen-fun-ku101-low-profile-mechanical-keyboard,https://keeb-finder.com/keyboards/ugreen-fun-ku101-low-profile-mechanical-keyboard,UGREEN,Keyboard,Low Profile,75%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Unknown,Plastic,Unknown,2024-03-28
Fopato P98,$115,Mechkeys,None,None,https://keeb-finder.com/keyboards/fopato-p98-mechanical-keyboard,https://keeb-finder.com/keyboards/fopato-p98-mechanical-keyboard,Fopato,Keyboard,Normal Profile,95%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Unknown,Plastic,PBT,2024-03-28
Fopato H98 Gasket,$189,Mechkeys,None,None,https://keeb-finder.com/keyboards/fopato-h98-gasket-mechanical-keyboard,https://keeb-finder.com/keyboards/fopato-h98-gasket-mechanical-keyboard,Fopato,Keyboard,Normal Profile,95%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",6000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Keydous NJ81,$89,Mechkeys,None,None,https://keeb-finder.com/keyboards/keydous-nj81-mechanical-keyboard,https://keeb-finder.com/keyboards/keydous-nj81-mechanical-keyboard,Keydous,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Unknown,Plastic,PBT,2024-03-28
Akko MOD007 V3,$149,Mechkeys,None,None,https://keeb-finder.com/keyboards/akko-mod007-v3-keyboard-kit,https://keeb-finder.com/keyboards/akko-mod007-v3-keyboard-kit,Akko,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,Yes,No,No,No,Wired,No battery,Gasket Mount,Aluminum,ABS,2024-03-28
Akko 5108B Plus Demon Slayer,$119,Mechkeys,None,None,https://keeb-finder.com/keyboards/akko-5108b-plus-demon-slayer-mechanical-keyboard,https://keeb-finder.com/keyboards/akko-5108b-plus-demon-slayer-mechanical-keyboard,Akko,Keyboard,Normal Profile,100%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Unknown,Plastic,PBT,2024-03-28
Yunzii YZ75,$65,Mechkeys,None,None,https://keeb-finder.com/keyboards/yunzii-yz75-keyboard-kit,https://keeb-finder.com/keyboards/yunzii-yz75-keyboard-kit,Yunzii,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless, Wired",-,Unknown,Plastic,PBT,2024-03-28
Yunzii YZ75 Pink,$85,Mechkeys,None,None,https://keeb-finder.com/keyboards/yunzii-yz75-pink-mechanical-keyboard,https://keeb-finder.com/keyboards/yunzii-yz75-pink-mechanical-keyboard,Yunzii,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3100 mAh,Unknown,Plastic,PBT,2024-03-28
Yunzii YZ75 Mint,$85,Mechkeys,None,None,https://keeb-finder.com/keyboards/yunzii-yz75-mint-mechanical-keyboard,https://keeb-finder.com/keyboards/yunzii-yz75-mint-mechanical-keyboard,Yunzii,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3100 mAh,Unknown,Plastic,PBT,2024-03-28
Monsgeek MG108W,$59,Mechkeys,None,None,https://keeb-finder.com/keyboards/monsgeek-mg108w-kit-100,https://keeb-finder.com/keyboards/monsgeek-mg108w-kit-100,Monsgeek,Keyboard Kit,Normal Profile,100%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",-,Plate Mount,Plastic,ABS,2024-03-28
REDMAGIC K100J,$169,Mechkeys,None,None,https://keeb-finder.com/keyboards/nubia-redmagic-k100j-mechanical-keyboard,https://keeb-finder.com/keyboards/nubia-redmagic-k100j-mechanical-keyboard,REDMAGIC,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Dukharo VN66SE,$85,Mechkeys,None,None,https://keeb-finder.com/keyboards/dukharo-vn66-se-mechanical-keyboard,https://keeb-finder.com/keyboards/dukharo-vn66-se-mechanical-keyboard,Dukharo,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,No,"Wired, Wireless",2200 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Sikakeyb SK8 Gasket,$199,Mechkeys,None,None,https://keeb-finder.com/keyboards/sikakeyb-sk8-gasket-keyboard-kit,https://keeb-finder.com/keyboards/sikakeyb-sk8-gasket-keyboard-kit,Sikakeyb,Keyboard Kit,Normal Profile,95%,ANSI,Normal,Yes,Yes,Yes,No,No,"2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Razer Blackwidow V4 Pro,$355,Mechkeys,None,None,https://keeb-finder.com/keyboards/razer-blackwidow-v4-pro-mechanical-keyboard,https://keeb-finder.com/keyboards/razer-blackwidow-v4-pro-mechanical-keyboard,Razer,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Unknown,Plastic,ABS,2024-03-28
Dukharo VN80 Pro Gasket,$107,Mechkeys,None,None,https://keeb-finder.com/keyboards/dukharo-vn80pro-gasket-mechanical-keyboard,https://keeb-finder.com/keyboards/dukharo-vn80pro-gasket-mechanical-keyboard,Dukharo,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",-,Gasket Mount,Plastic,ABS,2024-03-28
Royal Kludge R87S,$69,Mechkeys,None,None,https://keeb-finder.com/keyboards/royal-kludge-r87s-mechanical-keyboard,https://keeb-finder.com/keyboards/royal-kludge-r87s-mechanical-keyboard,Royal Kludge,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Dell MK7982D Three Mode,$185,Mechkeys,None,None,https://keeb-finder.com/keyboards/dell-mk7982d-three-mode-mechanical-keyboard,https://keeb-finder.com/keyboards/dell-mk7982d-three-mode-mechanical-keyboard,Dell,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Fantech MAXFIT81 MK910,$109,Mechkeys,None,None,https://keeb-finder.com/keyboards/fantech-maxfit81-mk910-mechanical-keyboard,https://keeb-finder.com/keyboards/fantech-maxfit81-mk910-mechanical-keyboard,Fantech,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"Bluetooth, Wireless",4000 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Corsair K70 JOJO,$255,Mechkeys,None,None,https://keeb-finder.com/keyboards/corsair-k70-rgb-tkl-jojo-mechanical-keyboard,https://keeb-finder.com/keyboards/corsair-k70-rgb-tkl-jojo-mechanical-keyboard,Corsair,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Unknown,Aluminum,PBT,2024-03-28
Monsgeek M2 Aluminium Gasket,$95,Mechkeys,None,None,https://keeb-finder.com/keyboards/monsgeek-m2-aluminium-gasket-keyboard-kit,https://keeb-finder.com/keyboards/monsgeek-m2-aluminium-gasket-keyboard-kit,Monsgeek,Keyboard Kit,Normal Profile,98%,ANSI,Normal,Yes,No,Yes,No,Yes,Wired,No battery,Gasket Mount,Aluminum,ABS,2024-03-28
Xiaomi miiiw Art Z680,$129,Mechkeys,None,None,https://keeb-finder.com/keyboards/xiaomi-miiiw-art-z680-mechanical-keyboard,https://keeb-finder.com/keyboards/xiaomi-miiiw-art-z680-mechanical-keyboard,Xiaomi miiiw,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",4000 mAh,Unknown,Plastic,PBT,2024-03-28
Rog Azoth Gasket OLED,$359,Mechkeys,None,None,https://keeb-finder.com/keyboards/rog-azoth-gasket-oled-mechanical-keyboard,https://keeb-finder.com/keyboards/rog-azoth-gasket-oled-mechanical-keyboard,Rog,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",-,Gasket Mount,Plastic,PBT,2024-03-28
Monka AE75 Gasket,$62,Mechkeys,None,None,https://keeb-finder.com/keyboards/monka-ae75-gasket-mechanical-keyboard,https://keeb-finder.com/keyboards/monka-ae75-gasket-mechanical-keyboard,Monka,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Sikakeyb SK6 Aluminium Alloy Gasket,$159,Mechkeys,None,None,https://keeb-finder.com/keyboards/sikakeyb-sk6-aluminium-alloy-gasket-keyboard-kit,https://keeb-finder.com/keyboards/sikakeyb-sk6-aluminium-alloy-gasket-keyboard-kit,Sikakeyb,Keyboard Kit,Normal Profile,65%,ANSI,Normal,Yes,Yes,No,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Aluminum,ABS,2024-03-28
Fl·esports GP75 Three Mode,$129,Mechkeys,None,None,https://keeb-finder.com/keyboards/fl-esports-gp75-three-mode-mechanical-keyboard,https://keeb-finder.com/keyboards/fl-esports-gp75-three-mode-mechanical-keyboard,Fl·esports,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"2.4 GHz, Wireless",4000 mAh,Unknown,Plastic,PBT,2024-03-28
Coolkiller CK98,$235,Mechkeys,None,None,https://keeb-finder.com/keyboards/coolkiller-ck98,https://keeb-finder.com/keyboards/coolkiller-ck98,Coolkiller,Keyboard,Normal Profile,90%,ANSI,Normal,Yes,No,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",3750 mAh,Plate Mount,Plastic,Unknown,2024-03-28
Keydous NJ80AP Three Mode,$129,Mechkeys,None,None,https://keeb-finder.com/keyboards/keydous-nj80-ap-three-mode-mechanical-keyboard,https://keeb-finder.com/keyboards/keydous-nj80-ap-three-mode-mechanical-keyboard,Keydous,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4800 mAh,Unknown,Plastic,PBT,2024-03-28
Jamesdonkey RS2 Rosy,$64,Mechkeys,None,None,https://keeb-finder.com/keyboards/jamesdonkey-rs2-rosy-rgb-mechanical-keyboard,https://keeb-finder.com/keyboards/jamesdonkey-rs2-rosy-rgb-mechanical-keyboard,Jamesdonkey,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,Yes,Yes,No,No,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Fl·esports MK750 Gasket,$89,Mechkeys,None,None,https://keeb-finder.com/keyboards/fl-esports-mk750-gasket-keyboard-kit,https://keeb-finder.com/keyboards/fl-esports-mk750-gasket-keyboard-kit,Fl·esports,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Fl·esports FL100 Three Mode,$119,Mechkeys,None,None,https://keeb-finder.com/keyboards/fl-esports-fl100-three-mode-mechanical-keyboard,https://keeb-finder.com/keyboards/fl-esports-fl100-three-mode-mechanical-keyboard,Fl·esports,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",3000 mAh,Unknown,Plastic,PBT,2024-03-28
